shopify_product_id,handle,title,total_images,best_lifestyle_position,best_lifestyle_url,has_text_overlay,action
9372965666921,abri-jardin-acier-galvanise-double-porte,Abri de jardin en acier galvanisé avec double porte,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ClW0271981ce125c7.jpg,false,SWAP_CLEAN
9376662454377,abri-rangement-portable-fermeture-eclair,Abri de rangement portable à fermeture éclair,7,6,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Hd67561954156f540.jpg,false,SWAP_CLEAN
7736555765865,chemin-de-jardin-en-bois-120cm-passerelle-exterieure-deroulante,Allée de jardin bois déroulable 120 cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/h3zb9b194837215ad_6d35c2c8-3efd-401b-8ef8-b7bbe7eb06f6.jpg,false,SWAP_CLEAN
7752241709161,arbre-a-chat-geant-168cm-avec-condos-hamacs-et-perchoir,Arbre à chat multi-niveaux 168 cm avec condos et hamacs,14,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ZS831b19b74b8cef6.jpg,false,SWAP_CLEAN
7751760150633,arbre-a-chat-177cm-multi-niveaux-avec-2-condos-et-hamac,Arbre à chat multi-niveaux 177 cm avec condos et hamac,28,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Dyqa6019d86f09bc3.jpg,false,SWAP_CLEAN
9365035516009,arbre-chat-multi-niveaux-condo-hamac-119cm,Arbre à chat multi-niveaux avec condo et hamac 119 cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/oJzdd319b74322eee.jpg,false,SWAP_CLEAN
7752238956649,arbre-a-chat-206-cm-tours-multi-niveaux-avec-griffoirs,Arbre à chat multiniveau 81 po avec griffoirs,21,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/3vGc3b194949dd32f.jpg,false,SWAP_CLEAN
7752188461161,arbre-a-chat-119-cm-griffoir-et-condo-multi-niveaux,Arbre à chat multiniveaux avec condo et coussins 119 cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/g7Mc9319df77d2638.jpg,false,SWAP_CLEAN
7736551964777,arche-de-jardin-metallique-8-pi-treillis-decoratif-noir,Arche de jardin décorative 244 cm acier treillis,7,6,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ORR9bc1948c3dcb49.jpg,false,SWAP_CLEAN
9367417389161,arche-jardin-acier-plantes-grimpantes,Arche de jardin en acier pour plantes grimpantes,7,5,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Xfo77219495d5dff9.jpg,false,SWAP_CLEAN
7736554291305,arche-de-jardin-forme-cage-a-oiseaux-219x219x286cm-noir,Arche de jardin forme cage à oiseau en métal,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/di150119494c353b3_b71ebe41-4e40-4230-a0e7-bdd048d9f385.jpg,false,SWAP_CLEAN
9376663404649,armoire-chaussures-3-tiroirs-rabattables-tablettes-ajustables,"Armoire à chaussures 3 tiroirs rabattables, 12-18 paires",21,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/8Px2e619caedbfc6e_b7170b4f-1e95-453a-a0d6-11737178a55d.jpg,false,SWAP_CLEAN
9364963164265,armoire-chaussures-etroite-style-ferme,Armoire à chaussures étroite avec tiroirs basculants style ferme,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/zuycc619db4f78e6f.jpg,false,SWAP_CLEAN
7752239218793,armoire-de-rangement-cuisine-moderne-avec-etageres-ajustables,Armoire de rangement cuisine tablettes ajustables pieds métal,21,21,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/7ydc8519494557eca.jpg,false,SWAP_CLEAN
9364960378985,armoire-garde-manger-cuisine-5-tablettes-porte-grange,Armoire garde-manger cuisine 5 tablettes porte de grange 170cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ZUa1c2197c5fa70b6.jpg,false,SWAP_CLEAN
9364962246761,armoire-murale-salle-bain-etageres-ajustables,Armoire murale salle de bain avec étagères ajustables,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/6q3ebf19492c10a81_6e549a4c-1ca9-4659-a5a6-1baab4c0e672.jpg,false,SWAP_CLEAN
7736547803241,auvent-lateral-retractable-4x1-8m-ecran-intimite-jardin,"Auvent rétractable latéral 4m x 1,8m pour terrasse",56,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/aejb3819493f76955_e5dc577d-d44c-44bd-8c2e-15a1122fb9cd.jpg,false,SWAP_CLEAN
7798393208937,auvent-lateral-retractable-4m-x-1-8m-paravent-exterieur,"Auvent rétractable latéral extérieur 4 x 1,8 m",7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/aejb3819493f76955.jpg,false,SWAP_CLEAN
7798394159209,bac-a-plantes-sureleve-avec-rangement-sapin-91x41x81cm,Bac à plantes surélevé avec étagère de rangement 91 x 41 cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/7ys2791948cbdf5b8_14dbe4ee-7cb5-4757-9832-4412d7a2c699.jpg,false,SWAP_CLEAN
9367415324777,bac-a-sable-bois-auvent-reglable-sieges,Bac à sable en bois avec auvent réglable et sièges,7,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/qc315619e3a896102.jpg,true,SWAP_TEXT
9367395074153,bac-a-sable-bois-auvent-reglable-enfants,Bac à sable en bois avec auvent réglable pour enfants,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/eLpac8196a527725d_fc7c46e7-156b-404c-92a1-4ae6cf7476db.jpg,false,SWAP_CLEAN
7788349390953,bac-a-sable-pour-enfants-avec-auvent-et-siege,Bac à sable enfants avec auvent et siège,7,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Rj491c18f137b86dd_ea6889b2-6b3b-4df1-8482-69760fae06c0.jpg,true,SWAP_TEXT
7796433944681,bac-a-sable-avec-couvercle-carre-de-sable-en-bois-pour-enfants,Bac à sable octogonal avec couvercle et bancs,7,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/1xQ8ed19eba6e1381.jpg,true,SWAP_TEXT
7736575230057,jardiniere-surelevee-avec-treillis-200l-livraison-gratuite,Bac de jardinage surélevé avec treillis,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/IQce5f19c09a23d96_86c29fd2-2338-45ad-9efb-4dc68c4587e8.jpg,false,SWAP_CLEAN
7736574869609,bac-a-jardinage-sureleve-180x55x80cm-avec-pattes-galvanisees,Bac de jardinage surélevé galvanisé avec pieds 180cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/idIefe19c46ae6c4a_b8377691-9051-420d-b569-0635f0b8ca52.jpg,false,SWAP_CLEAN
7796433715305,bac-a-fleurs-sureleve-119x61x74cm-avec-pattes-metal,Bac jardin surélevé structure métal bois 119x61x74cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/LeC68d19c220f05d8_29cd8b9c-6102-40eb-b776-a1c754e04e17.jpg,false,SWAP_CLEAN
7796435714153,bac-sureleve-152x91x60cm-en-acier-galvanise-pour-jardin,Bac surélevé galvanisé 152 x 91 x 61 cm,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/isz23f19482f20daf_135b6fa8-713b-421a-a2c7-e6df9ddfd0f5.jpg,false,SWAP_CLEAN
7736538628201,bac-sureleve-240x60x30cm-acier-galvanise,Bac surélevé galvanisé 8'x2'x1' pour jardin,14,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/kwZc9a19c8fc04c8e.jpg,false,SWAP_CLEAN
9365035352169,bacs-jardinage-surelevas-galvanises-ensemble-2,Bacs de jardinage surélevés galvanisés ensemble de 2,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/TLqa1819bde81d68b.jpg,false,SWAP_CLEAN
7736573886569,bacs-de-jardin-sureleves-galvanises-183x60x30cm-ensemble-de-2,Bacs de jardinage surélevés galvanisés modulaires 182 x 71 cm,28,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/g1B0a519d41bd34d4_61a46c14-97e6-4192-8b7a-e29090b1bcdd.jpg,false,SWAP_CLEAN
7798394290281,ensemble-2-bacs-sureleves-galvanises-jardinieres-exterieures,Bacs surélevés galvanisés ensemble de 2 pour jardin,14,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/rUe6bb1949441f7c7_ffc2566f-9970-4ef7-81bf-60c16e97bfeb.jpg,false,SWAP_CLEAN
7736574279785,bacs-sureleves-galvanises-183x60x57cm-ensemble-de-2,Bacs surélevés galvanisés modulaires 183 x 71 cm,28,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/g1B0a519d41bd34d4.jpg,false,SWAP_CLEAN
7796435877993,banc-balancoire-double-planneur-exterieur-en-acier-pour-patio,Balançoire de jardin double à bascule pour patio,7,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/rRB4db19807a26f69.jpg,true,SWAP_TEXT
7788348604521,balancoire-de-patio-1-place-avec-auvent-ajustable-et-coussins,Balançoire de patio 1 place avec auvent ajustable,14,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/yRh0fb19490d1e1db.jpg,false,SWAP_CLEAN
9371100774505,balancoire-patio-3-places-auvent-reglable,Balançoire de patio 3 places avec auvent réglable,8,5,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/xB584a19490e50fae.jpg,false,SWAP_CLEAN
9367402872937,balancoire-soucoupe-ronde-enfants-110cm,Balançoire soucoupe ronde pour enfants 110 cm,7,2,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/0Zz3891948dbeab68.jpg,true,SWAP_TEXT
7752187281513,banc-balancoire-pour-2-personnes-chaise-a-bascule-patio-exterieur,Banc Bascule Extérieur 2 Places Maille Respirante,14,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/LD8f7d19bcaa9075b.jpg,true,SWAP_TEXT
9372965437545,banc-coffre-exterieur-rotin-pe-111l,Banc coffre extérieur en rotin PE 111 L,7,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/WZJccc19df8fe10d6.jpg,true,SWAP_TEXT
7752231485545,ensemble-banc-exterieur-3-pieces-pour-cour-et-balcon-en-sapin,Banc de jardin double avec table centrale — Tan,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/mA220219494c368d2.jpg,false,SWAP_CLEAN
7750878167145,barbecue-au-gaz-3-bruleurs-avec-bruleur-lateral-9-5-kw,Barbecue à gaz 3 brûleurs avec brûleur latéral,7,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/DqPe71195c699185c.jpg,true,SWAP_TEXT
7750882033769,barbecue-au-charbon-74cm-avec-table-pliante-et-thermometre,Barbecue au charbon 74 cm avec table pliante,7,5,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/nSP4ba195f121c993.jpg,true,SWAP_TEXT
7750889963625,bbq-au-propane-portable-2-bruleurs-18-400-btu-avec-roues,Barbecue au Propane 2 Brûleurs avec Roues 18 400 BTU,7,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/vpRbc319d704ce4ac.jpg,true,SWAP_TEXT
9359653404777,barbecue-charbon-portable-kettle,Barbecue Charbon Portable Kettle Contrôle Température,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/wkC5fe194950ab40f.jpg,false,SWAP_CLEAN
7750893666409,bbq-double-combustible-gril-charbon-et-gaz-2-1-bruleurs,Barbecue combiné charbon et gaz 2 brûleurs avec roulettes,7,6,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/qU79c819d7ab4a893.jpg,true,SWAP_TEXT
9371102019689,barbecue-rechaud-camping-2-en-1-portatif-20000-btu,Barbecue-réchaud de camping 2-en-1 portable 20 000 BTU,6,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Nmj80619eee418724.jpg,true,SWAP_TEXT
9373972234345,barriere-chien-extra-large-avec-petite-porte,Barrière pour chien extra-large avec petite porte,14,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/zFLfd419ed902259a.jpg,false,SWAP_CLEAN
7752211333225,barriere-de-securite-104cm-pour-chiens-escaliers-et-portes,Barrière pour chien intérieure 104 cm ouverture facile,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Dv7b9419492d5391f_d21cb062-11fa-4a8e-9169-27e18ba08089.jpg,false,SWAP_CLEAN
9365263024233,base-parasol-3-en-1-roues-80kg,Base de parasol 3-en-1 avec roues 80 kg,14,8,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/4K5daa19482f2041f.jpg,false,SWAP_CLEAN
7798393897065,base-de-parasol-9-kg-resine-bronze-pour-patio-jardin-1,Base de parasol carrée résine 9 kg — bronze,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Gp18131949441f098.jpg,false,SWAP_CLEAN
9365036367977,base-parasol-demi-lune-motif-floral-bronze,Base de parasol demi-lune 20 livres motif floral — bronze,14,6,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/9pu61b197cec5bd5e.jpg,false,SWAP_CLEAN
9359739682921,base-parasol-deporte-4-pieces,Base de parasol déporté 4 pièces 56 kg,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/cXMcf219492d4c8e2_898fc82e-2057-44d6-a613-df355c41ddd4.jpg,false,SWAP_CLEAN
9359738863721,base-parasol-ronde-resine-bronze,Base de parasol ronde en résine 12 kg — bronze,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/tmh7f419494786709.jpg,false,SWAP_CLEAN
9359739551849,base-parasol-carree-portable-roulettes,Base parasol carrée portable roulettes 35 lbs,7,7,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ugy04e19494c1c229.jpg,false,SWAP_CLEAN
7750881280105,bbq-au-propane-2-1-bruleurs-avec-bruleur-lateral-et-accessoires-1,BBQ à gaz propane 2+1 brûleurs avec tablette latérale,7,5,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Uj44aa195cbbf44a0_558ecb62-c1e8-481b-87da-892e06b2185d.jpg,true,SWAP_TEXT
